index	Bristow2014_filter	ClN/CLBs_filter	Wavepool_filter	Orlando2008_filter	Kelliher2016_filter	dlxjtk_sort	wavepool_alphabetical_sort	wp_1stper_r2
COQ9						56620887614		
YLR202C								
MSS51						6.38E+11		
QRI5						1.00E+12		
HRD3						1.69E+12		
SEC13						1.75E+12		
ATG38								
CDC123						78294735337		
CPR6						2468535361		
YLR217W								
COA4						5618100536		
CCC1						1.77E+12		
RSA3						1.04E+12		
UTP13						6.86E+11		
YLR222C-A								
IFH1						1.04E+11		
UCC1								
YLR225C						4.36E+11		
BUR2						9.38E+11		
ADY4						1.21E+11		
YLR227W-A								
YLR227W-B								
ECM22						18341143.93		
YLR230W								
BNA5						67460992797		
YLR232W								
EST1						2.59E+11		
TOP3						6340313030		
YLR235C								
YLR236C								
FAR10						1.27E+12		
LIP2						1.74E+12		
VPS34						1.77E+12		
CSC1								
ARV1						1.49E+12		
GPN3						1.38E+12		
MAP1						1.78E+12		
ERF2						1.75E+12		
RCK2						6.29E+11		
YEF3						1.78E+12		
YLR252W								
CQD2								
YLR255C								
HAP1						1493435592		
YLR256W-A								
GSY2						16094689387		
HSP60						5.76E+11		
LCB5						1.53E+12		
VPS63								
TMA7						1.76E+12		
RED1						1.67E+12		
RPS28B						1.78E+12		
NEJ1						1.29E+12		
PDR8						1.38E+12		
BOP2						27221836.99		
SEC22						1.65E+12		
YLR269C								
CMG1								
SMD2						1.49E+12		
DBP9						7.35E+11		
YSH1						1.72E+12		
YLR278C						1.67E+12		
YLR279W								
YLR280C								
RSO55								
YLR282C								
PUT7								
NNT1						1.69E+12		
YLR286W-A								
YLR287C						1.64E+12		
RPS30A								
GUF1						9.68E+11		
COQ11								
GCD7						1.76E+12		
GSP1						1.78E+12		
YLR294C								
ATP14						40497411189		
YLR296W								
YHC1						8.66E+11		
YLR299C-A								
EXG1						434039152.8		
HRI1						1.77E+12		
YLR302C								
ACO1						3754520918		
STT4						1.62E+12		
UBC12						2.66E+11		
DPA10								
CDA1						3.19E+11		
CDA2						3.48E+11		
IMH1						1.63E+12		
CDC25						1.67E+12		
YLR311C								
ATG39								
MRPL15						1.74E+11		
TAD3						1.76E+12		
YLR317W								
MMS22						8.15E+11		
SFH1						1.78E+12		
VPS65								
CWC24						1.35E+12		
RPL38						1.78E+12		
TMA10						1.27E+11		
REC102						3.22E+11		
CHS5						1.30E+12		
JIP3								
RPS25B						1.78E+12		
YLR334C								
SGD1						6.14E+11		
OPI9								
YLR339C								
RPP0						1.78E+12		
SPO77						1.73E+12		
RPL26A						1.78E+12		
YLR345W						7328751249		
KAP95						1.03E+12		
YLR347W-A								
DIC1						1839291514		
YLR349W								
ORM2						1.78E+12		
NIT3						1.78E+12		
LUG1								
TAL1						1.76E+12		
ILV5						1.66E+12		
ATG33						491240719.6		
RSC2						1.19E+12		
YLR358C								
ADE13						8.53E+11		
DCR2						1.16E+12		
YLR361C-A						81238422850		
YLR363W-A						1.86E+11		
YLR364C-A								
GRX8						8.59E+11		
YLR365W								
YLR366W								
RPS22B						1.56E+12		
MDM30						1.24E+12		
SSQ1						1.35E+12		
ARC18						1.15E+12		
ELO3								
YLR374C								
STP3						4.95E+11		
PSY3						76824949750		
FBP1						79210873.72		
SEC61						1.78E+12		
YLR379W								
CSR1						3.70E+11		
SWC7						9.40E+11		
REH1						1.98E+11		
RPS29A								
STE23						1.45E+12		
ECM19						7.07E+11		
CCW14						1.73E+12		
ART10						1.82E+11		
ATP10						1.76E+12		
CST9						1.73E+12		
COX8						3.32E+11		
AFG2						7.50E+11		
SKI2						1.26E+12		
BDF1						2.63E+11		
YLR399W-A								
YLR400W								
DUS3						4.76E+11		
YLR402W								
SFP1						1.73E+12		
SEI1								
DUS4						1.75E+12		
RPL31B						1.78E+12		
YLR406C-A						5.55E+11		
YLR407W						5.49E+11		
BLS1						4.41E+11		
UTP21						3.92E+11		
VIP1						1.22E+12		
YLR410W-A								
YLR410W-B								
CTR3						7.95E+11		
YLR412C-A						1.12E+12		
BER1						3.61E+11		
INA1								
PUN1						1578630897		
YLR415C						3.90E+11		
YLR416C								
VPS36						1.36E+12		
YLR419W						1.33E+12		
URA4						10538420216		
RPN13						2.98E+11		
DCK1								
ATG17						8.40E+11		
SPP382						2.61E+11		
TDA5						1.08E+12		
MAG2						1.77E+12		
YLR428C								
CRN1						8.89E+11		
SEN1						1.64E+12		
IMD3						1.07E+12		
CNA1						1.77E+12		
YLR434C								
TSR2						3.18E+11		
YLR437C-A								
LSM3						1.12E+11		
MRPL4						1.64E+12		
SEC39						1.40E+12		
RPS1A						1.78E+12		
ECM7						1.06E+12		
YLR444C								
GMC2						1.44E+12		
VMA6						9.79E+11		
RPL6B						1.78E+12		
FPR4						1.63E+12		
HMG2						905159007.7		
LEU3						3.45E+11		
SST2						82558721334		
RIF2						1.66E+12		
FMP27						3419727849		
PDP3								
YLR458W								
YLR460C						1.78E+12		
YLR462W						25421503247		
YLR463C								
YLR464W								
BSC3								
YLR466C-A								
YRF1-4								
YLR467C-A								
YPT7						1.69E+12		
YML002W						1.58E+12		
GLO1						17223847.02		
TRM12						7.34E+11		
GIS4						2.56E+11		
MIN4								
YAP1						53913294915		
ERG6						1.62E+12		
MRPL39						1.76E+12		
YML009C-A								
YML009W-B								
SPT5						1.14E+12		
RAD33						80579512211		
YML012C-A								
UBX2						1.08E+12		
TRM9						1.06E+12		
TAF11						3.70E+11		
PPZ1						1.43E+12		
PSP2						1.70E+12		
YML018C						1.63E+12		
OST6						1.37E+12		
APT1						1.61E+12		
NSE5						1.74E+12		
RPS17A						1.78E+12		
YML6						1.18E+12		
RPS18B								
TSA1						1.78E+12		
USA1						1.78E+12		
RCF1						8.32E+11		
YML031C-A								
RAD52						1.19E+12		
YML034C-A								
AMD1						1.78E+12		
CGI121						1.03E+12		
YML037C						1.45E+12		
YML039W								
YML040W								
VPS71						1.64E+12		
CAT2						5112678076		
YML045W								
YML045W-A								
PRM6						1.77E+12		
YML047W-A								
GSF2						1.14E+12		
RSE1						1.69E+12		
AIM32						1.06E+12		
GAL80						1.76E+12		
YML053C						1.16E+12		
CYB2						113752.2539		
YML054C-A						1.74E+12		
SPC2						1.28E+12		
YML057C-A								
CMP2						1.31E+12		
HUG1						1.18E+12		
NTE1						5.24E+11		
MFT1						1.64E+12		
RPS1B						1.78E+12		
SMA2						1.72E+12		
ERV41						1.76E+12		
DAK1						838740.2793		
COG8						7.42E+11		
RPL6A						1.78E+12		
FPR3						1.63E+12		
HMG1						3.70E+11		
WAR1						1.68E+12		
BET5						1.68E+12		
CPR3						1.78E+12		
YML079W						4.21E+11		
DUS1						62978245112		
ATP18						6.87E+11		
TDA9						1.24E+12		
YML082W						1.37E+12		
YML084W								
AIM33						1066574351		
UFO1						1.39E+11		
YML089C								
YML090W								
PRE8						54305795850		
UTP14						5.20E+11		
YML094C-A								
GIM5						4.87E+11		
RAD10						1.69E+12		
YML096W						1.09E+11		
VPS9						1.34E+12		
TAF13						1.77E+12		
ARG81						2.52E+11		
YML099W-A								
YML100W-A						1.58E+12		
CUE4						1.33E+11		
YML101C-A								
NUP188						1.78E+12		
SEC65						1.77E+12		
URA5						1.70E+12		
PML39						1.61E+12		
YML108W						38722986607		
BUL2						1.75E+12		
CTK3						1.13E+12		
DAT1						6.95E+11		
TAF8						1.72E+12		
VAN1						1.70E+12		
ATR1						6.41E+11		
YML116W-A								
NGL3						106813397.5		
NDI1						1.01E+11		
YML122C								
PHO84						1.78E+12		
ERG13						1.65E+12		
RSC9						1.75E+12		
MSC1						7.277945228		
COX14						1.23E+12		
ERO1						1.74E+12		
COS3								
YML133C								
YML133W-A								
YML133W-B								
MIX17								
MVP1						1.01E+12		
TAF4						1.39E+12		
YMR007W								
ADI1						2.00E+11		
ANY1								
CLU1						1.58E+12		
YMR013C-A								
YMR013W-A								
BUD22						63319846976		
ERG5						1.04E+12		
SOK2						17436738426		
SPO20						1.78E+12		
PEX9								
STB4						1.63E+12		
FMS1						63799115805		
MAC1						1.52E+12		
UBC7						1.12E+12		
MSS1						1037145647		
MRPL3						1.76E+12		
CSI1						1.42E+12		
PEX12						4.68E+11		
YMR027W						6.20E+11		
TAP42						1.65E+12		
EIS1						3890.556809		
YMR031W-A								
ARP9						1.73E+12		
RCH1								
IMP2						2.95E+11		
MSN2						5.39E+11		
CCS1						21489488634		
SUB1						7.16E+11		
YET2						1.47E+12		
ARA2						9204319.466		
ARG80						4.19E+11		
IOC4						1.40E+12		
YMR045C								
YMR046C								
YMR046W-A								
NUP116						1.78E+12		
ERB1						6.61E+11		
YMR050C								
YMR051C								
YMR052C-A								
FAR3						10104625658		
STB2						1.78E+12		
AAC1						9.22E+11		
YMR057C								
FET3						4.23E+11		
SEN15						46206982497		
SAM37						1.77E+12		
ARG7						1.66E+12		
RIM9						2.59E+11		
AEP1						1.59E+12		
KAR5						1.76E+12		
SOV1						9.42E+11		
AVO2						1.35E+12		
NAT4						1.53E+11		
MOT3						1.08E+12		
ABF2						1.38E+12		
IRC21						7.35E+11		
SDD2								
YMR075C-A								
RCO1						6.22E+11		
VPS20						1.66E+12		
NAM7						1.76E+12		
ISF1						6.11E+11		
YMR082C								
ADH3						3.35E+11		
YMR084W						1.76E+12		
YMR085W						1.85E+11		
YMR086C-A								
SEG1						2.70E+11		
PDL32								
VBA1						1.64E+12		
YTA12						2.56E+11		
NPL6						1.72E+12		
AIP1						30150705275		
UTP15						1.32E+12		
SNO1						8.23E+11		
MTG1						1.75E+12		
ATP25						1.66E+12		
YMR099C						1.54E+12		
MUB1						1.64E+12		
SRT1						3.97E+11		
LAF1								
YMR103C								
YPK2						1.50E+12		
PGM2						3077885310		
YMR105W-A						1.57E+12		
YKU80						1.01E+12		
SPG4						2.18E+11		
ILV2						1.54E+12		
HFD1						4.88E+11		
EUC1								
MED11						1.77E+12		
FOL3						6.68E+11		
YMR114C						1.20E+12		
MGR3						9.91E+11		
SHH3						1.76E+12		
ASI1						1.78E+12		
YMR119W-A								
ADE17						70866292.17		
RPL15B						96011054465		
YMR122C								
NCW1								
PKR1						1.57E+12		
EPO1								
STO1						1.66E+12		
DLT1						1.31E+12		
ECM16						60436815219		
DPI35								
RRB1						1.46E+12		
REC114						15751083548		
ERG29								
GID8						1.40E+12		
YMR135W-A								
GAT2						1.22E+11		
PSO2						37661223745		
CIN4						14683029527		
RIM11						78985350630		
SIP5						5.90E+11		
YMR141C								
YMR141W-A								
RPL13B						1.78E+12		
RPS16A								
FDO1								
NDE1						4.42E+11		
TIF34						1.78E+12		
LDO45								
LDO16								
SWP1						1.78E+12		
IMP1						1.78E+12		
YIM2								
YMR153C-A								
NUP53						1.73E+12		
YMR155W						1.34E+12		
TPP1						8.98E+11		
AIM36						1.22E+12		
YMR158C-A						1.77E+11		
MRPS8						1.44E+12		
YMR158W-B								
ATG16						1.02E+12		
YMR160W						1.21E+12		
HLJ1						1.78E+12		
DNF3						1.68E+12		
MSS11						1.19E+12		
PAH1						1.60E+12		
MME1								
MLH1						1.78E+12		
ALD3						7.277945228		
ALD2						4410682.51		
YMR172C-A								
HOT1						6.79E+11		
YMR173W-A								
SIP18						22307899.34		
ECM5						1.76E+12		
MMT1						15731199877		
FPY1								
CTL1						1.00E+12		
RGM1						4.80E+11		
MIN3								
ADD37						2.74E+11		
RTP1						27197331801		
HSC82						1.77E+12		
YMR187C						1.50E+12		
MRPS17						1.34E+12		
GYL1						7.86E+11		
YMR193C-A								
MRPL24						1.53E+12		
YMR194C-A								
CMC4						97755727087		
RPL36A						1.78E+12		
ICY1						292137406.3		
YMR196W						10368.88704		
ROT1						2.02E+11		
RAD14						26112936467		
ERG2						1.36E+12		
TOM40						2.89E+11		
INP1						4.84E+11		
PFK2						1.60E+12		
YMR206W						26814119359		
ERG12						9.83E+11		
YMR209C						1.48E+12		
MGL2								
DML1						88795237936		
EFR3						1.60E+12		
CEF1						6.23E+11		
SCJ1						1.15E+12		
SKY1						1.67E+12		
GUA1						1.77E+12		
ESC1						1.76E+12		
FMP42								
FSH2						1.14E+12		
UBP8						1.71E+12		
MRE11						1.49E+12		
MRPL44						1.45E+12		
TAF7						9.21E+11		
MTF1						1.78E+12		
RRP5						6.52E+11		
RPS10B								
YMR230W-A						9.27E+11		
FUS2						1.24E+12		
RNH1						1.20E+12		
RNA1						1.76E+12		
TAF9						1.77E+12		
BCH1						5.04E+11		
RNT1						74710115664		
CUS1						1.54E+12		
YHM2						84069098338		
RPL20A								
YMR242W-A						1.77E+12		
COA6						25412446169		
YMR244W						1.21E+12		
YMR245W								
FAA4						56479310.6		
YMR247W-A						8.02E+11		
GAD1						676.7339748		
GTO3						22080974888		
MLO1								
YMR254C								
GFD1						3.96E+11		
COX7						64620056881		
PET111						1.74E+12		
ROY1						1.11E+12		
TRM732						8.38E+11		
TIF11						1.77E+12		
TPS3						12717155214		
SAP30						5.42E+11		
CUE1						1.60E+12		
YMR265C						2.49E+11		
RSN1						2.44E+11		
PPA2						9.20E+11		
PRP24						8.48E+11		
TMA23						1.39E+11		
URA10						1.75E+12		
SCS7						6.20E+11		
YMR272W-A								
YMR272W-B						1.78E+12		
BUL1						1.30E+12		
FCP1						1.22E+12		
PRM15								
ATR2								
CAT8						8.35E+11		
GPI12						1.70E+12		
AEP2						8.45E+11		
RIT1						3.75E+11		
NGL2						1.54E+12		
MRPL33						1.06E+12		
DSS1						1.13E+12		
HSH155						2.08E+11		
ABZ2						1.49E+12		
HAS1						3.01E+11		
YMR290W-A								
TDA1						3.80E+11		
HER2						1.78E+12		
YMR294W-A								
PRC1						224215378		
LIP1						1.44E+12		
ATM1						9.84E+11		
ADH2						31526456588		
YMR304C-A								
YMR306C-A								
FKS3						1.18E+12		
YMR307C-A								
PSE1						1.78E+12		
NIP1						1.78E+12		
YMR310C						7.57E+11		
GLC8						7.23E+11		
ELP6						1.67E+12		
TGL3						1.73E+12		
PRE5						1.99E+11		
YMR315W						616610.0351		
YMR315W-A						1.58E+12		
YMR316C-A								
YMR316C-B								
DIA1						1.71E+12		
YMR317W						1.44E+12		
ADH6						1.21E+12		
YMR320W								
YMR321C								
SNO4								
ERR3								
YMR324C								
PAU19								
YMR326C								
DOM34						7.56E+11		
RLP7						1.05E+12		
HRB1						1.76E+12		
MRP7						1.76E+12		
LST8						1.52E+12		
SIS1						17027935916		
ASI3						1.61E+12		
IDP3						3.37E+11		
PYP1								
YNL011C						1.63E+11		
SPO1						1218436390		
YNL013C								
HEF3						1.46E+12		
PUB1						1.78E+12		
YNL017C								
YNL018C						1.77E+12		
YNL019C								
ARK1						1.68E+12		
HDA1						1.64E+12		
RCM1						1.04E+12		
FAP1						2.39E+11		
EFM6								
KSH1						1.76E+12		
SSN8						1.59E+12		
SAM50						1.69E+12		
CRZ1						1.45E+12		
YNL028W								
HHF2								
YNL034W						1.28E+12		
YNL035C						1.76E+12		
GPI15						1.60E+12		
YNL040W						35791939361		
COG6						1.69E+12		
YNL042W-B						1.53E+12		
YNL043C								
LAP2						1.25E+12		
ALG11						1.77E+12		
SFB2						1.52E+12		
YNL050C						9683067115		
COG5						1.61E+12		
COX5A						1.38E+11		
VAC7						1.77E+12		
YNL054W-A								
YNL054W-B								
POR1						1.71E+12		
YNL057W								
ARP5						1.16E+12		
NOP2						1.71E+12		
GCD10						5.74E+11		
MTQ1						8.96E+11		
YDJ1						1.61E+12		
RPL9B						1.77E+12		
YNL067W-A								
YNL067W-B						6.73E+11		
RPL16B						1.78E+12		
TOM7						1.12E+12		
LAT1						1.49E+12		
MSK1						7.51E+11		
IMP4						2.65E+11		
MKS1						1.42E+12		
APJ1						73943356747		
EOS1						1.08E+12		
SWS2						1.37E+12		
SAL1						1.29E+12		
END3						1.22E+12		
MKT1						1.76E+12		
SNN1						36866378633		
YNL089C								
YNL092W						1.08E+12		
APP1						2.35E+11		
RPS7B						1.78E+12		
PHO23						1.70E+12		
YNL097C-B						8.43E+11		
YNL097W-A								
RAS2						665267214		
MIC27								
AVT4						1.07E+12		
YNL103W-A								
RRT16								
INP52						1.73E+12		
YAF9						1.78E+12		
YNL108C						1.77E+12		
YNL109W								
NOP15						1.61E+11		
CYB5						1.05E+12		
DBP2						10082872085		
RPC19						4.94E+11		
YNL114C								
MLS1						2.00E+11		
DCP2						8.40E+11		
NCS2						8.50E+11		
YNL120C								
TOM70						7.42E+11		
MRP35								
NMA111						1.78E+12		
NAF1						3.92E+11		
ESBP6						1.17E+12		
TEP1						1.63E+12		
NRK1						1.04E+12		
CPT1						6.22E+11		
DGR1						6.93E+11		
TOM22						1.69E+12		
KRE33						5.20E+11		
FPR1						1.78E+12		
EAF7						1.71E+12		
NAM9						1.14E+12		
SRV2						31747759858		
YSF3						1.44E+12		
THO2								
YNL140C								
MEP2						1.19E+12		
YNL143C								
YNL144C						5.06E+11		
YNL144W-A								
YNL146W						1.18E+12		
LSM7						1.09E+12		
ALF1						5.08E+11		
YNL150W								
RPC31						4.75E+11		
GIM3						1.75E+12		
YCK2						1.63E+12		
CUZ1								
NSG2						71260376197		
IGO1						1.54E+12		
PGA1						1.53E+12		
ASI2						2729233720		
RPL42A								
YNL162W-A						2.75E+11		
RIA1						1.75E+12		
SKO1						7.13E+11		
FMP41						1.18E+12		
PSD1						1.78E+12		
YNL170W								
YNL171C								
YNL174W								
NOP13						6.85E+11		
TDA7						88710230921		
MRPL22						9.35E+11		
RPS3						1.78E+12		
YNL179C								
PBR1								
IPI3						16092833799		
NPR1						1.71E+12		
YNL184C								
MRPL19						1.28E+12		
UBP10						1.70E+12		
SWT21						10327508157		
SRP1						1.78E+12		
YNL190W						1.72E+12		
YNL193W						2.75E+11		
YNL195C						29428299324		
SLZ1						8.51E+11		
YNL198C								
GCR2						1.71E+12		
NNR1								
YNL203C								
SPS18						1.28E+12		
YNL205C								
RIO2						4.92E+11		
SSB2						1.78E+12		
MER1						7.32E+11		
MRX7								
VID27						6.26E+11		
RRG9						1.30E+12		
PEX17						1.75E+12		
IES2						7.05E+11		
PPN2								
ALG9						1.39E+12		
POP1						5.76E+11		
ATG4						8.77E+11		
SQS1						1.74E+12		
YNL226W								
JJJ1						35945493932		
YNL228W								
URE2						1.52E+12		
ELA1						1.78E+12		
CSL4						1.53E+12		
YNL234W						19154737.46		
YNL235C								
YTP1						7211.317804		
LAP3						1.88E+11		
NAR1						2.56E+11		
ATG2						2.88E+11		
SLA2						1.72E+12		
SUI1						1.78E+12		
CWC25						1.78E+12		
VPS75						9.95E+11		
CRS1								
RPA49						1.54E+12		
MPA43						1.59E+12		
NRD1						4527851068		
MRPL17						5.67E+11		
TEX1						3.54E+11		
RTC4						3.30E+11		
GIS2						1.72E+12		
FOL1						1.13E+12		
SIP3						1.54E+12		
DSL1						1.76E+12		
ATX1						87530255519		
LTO1						6.69E+11		
PDR17						62006408269		
IST1						1.29E+12		
YNL266W								
LYP1						1.78E+12		
BSC4						1.49E+12		
GOR1						9490.641157		
BOR1						1.54E+12		
YNL276C								
PRM1						1.77E+12		
ERG24						1.34E+12		
HCH1						1.72E+12		
POP3						2.55E+11		
MRPL10						1.74E+12		
YNL284C-A								
YNL284C-B								
YNL285W								
CUS2						7.08E+11		
SEC21						1.61E+12		
CAF40						1.04E+12		
MID1						61357687744		
PUS4						1.13E+12		
RIM21						1.66E+12		
MRX6								
YNL296W								
MON2						1.54E+12		
TRF5						1.56E+12		
RPL18B								
RPS19B						1.78E+12		
YNL303W								
BXI1						26775997315		
MRPS18						1.77E+12		
KRI1						2.30E+11		
SKP2						1.16E+12		
EMW1						32940816228		
DAL82						1.66E+12		
ATP11						1.49E+12		
PHA2						2.23E+11		
HXT14						8.54E+11		
YNL319W								
YNL320W						1.15E+12		
VNX1						1954858426		
KRE1						1.57E+12		
YNL324W								
PEX6						1.52E+12		
THI12								
SNZ2								
SNO2								
DDI3								
COS1								
YNL337W								
YNL338W								
YRF1-6								
YNL339W-A								
YNL339W-B								
CIT1						12413116657		
YNR001W-A								
ATO2						25712097985		
RPC34						6735798837		
YNR003W-A								
SWM2						56749755904		
YNR005C								
VPS27						3.54E+11		
CSE2						1.51E+12		
PRP2						1.77E+12		
URK1						3.44E+11		
PHO91						1.73E+12		
YNR014W						1.92E+11		
SMM1						1.32E+11		
ACC1						8.23E+11		
TIM23						1.51E+12		
RCF2						1.31E+12		
ATP23						1.73E+12		
YNR021W						1.78E+12		
MRPL50						1.25E+12		
SNF12						9.65E+11		
MPP6						12272802898		
YNR025C								
SEC12						1.62E+12		
BUD17						14177764758		
CPR8						23646205327		
YNR029C						1.72E+12		
ALG12						1.32E+12		
SSK2						1.78E+12		
HUB1						42429169984		
PPG1						1.21E+12		
ABZ1						1.75E+12		
EGO4								
MRPS12						1.73E+12		
RSM19						1.01E+12		
DBP6						9.03E+11		
ZRG17						1.40E+12		
MRX15								
COQ2						1.75E+12		
YNR042W								
MVD1						1.03E+12		
PET494						1.73E+12		
TRM112						7.22E+11		
FPK1						6.39E+11		
YNR048W						1.52E+12		
MSO1						1.34E+12		
BRE5						1.65E+12		
NOG2						1.20E+12		
ESF2						5.77E+11		
HOL1						1.71E+12		
BIO5						1.40E+12		
BIO4						39560677633		
BIO3						1.44E+12		
MNT4						1.66E+12		
YNR061C						1.72E+12		
PUL3								
PUL4								
YNR064C						8.01E+11		
YNR065C						4301513134		
YNR066C						1.31E+12		
YNR068C						4.17E+11		
BSC5						1.16E+12		
PDR18						1.67E+12		
YNR071C						1.77E+12		
HXT17						1.73E+12		
MAN2								
YNR075C-A						7.95E+11		
PAU6								
YNR077C								
PHO80						1.05E+12		
IZH2						2.06E+11		
SIN3						1.78E+12		
RPB11						1.77E+12		
COQ10						5.14E+11		
MDM12						8.40E+11		
RCL1						1.57E+12		
HRD1						7.05E+11		
YOL013W-A						5723163797		
IRC10						1.65E+12		
TLG2						1.34E+12		
YOL019W-A						1.53E+11		
TAT2						1.52E+12		
DIS3						1.72E+12		
TSR4						3.01E+11		
IFM1						1.76E+12		
YOL024W						8.10E+11		
LAG2						1.45E+12		
MIM1						1.33E+12		
YAP7						1.76E+12		
YOL029C						8.37E+11		
SIL1						1.55E+12		
YOL035C								
YOL036W						1.76E+12		
YOL037C								
YOL038C-A						8509515471		
RPP2A						1.78E+12		
RPS15						1.78E+12		
NOP12						5.69E+11		
NGL1						1.39E+12		
NTG2						89357705751		
PEX15						1.63E+12		
YOL046C								
LDS2								
RRT8						3121358368		
GSH2						1.19E+12		
YOL050C								
GAL11						1.73E+12		
SPE2						1.08E+12		
DDR2						981959.9749		
AIM39						9.38E+11		
THI20						48009012372		
GPM3						1.11E+12		
YOL057W						5.06E+11		
PRS5						1.78E+12		
APM4						1.23E+12		
MET22						1.63E+12		
INP54						8.14E+11		
RIB2						1.72E+12		
RTG1						1.76E+12		
HST1						1.72E+12		
SDH5								
THP1						4.44E+11		
DSC2								
YOL075C						1.76E+12		
MDM20						2.09E+11		
BRX1						1.40E+12		
ATP19						4.03E+11		
AVO1						1.56E+11		
YOL079W								
REX4						63695756474		
IRA2						1.53E+12		
ATG19						46941787420		
YOL083C-A								
ATG34						655087589.5		
PHM7						16431.42252		
YOL085C								
YOL085W-A								
ADH1						1.78E+12		
MHF1						4.27E+11		
DUF1						64994619180		
HAL9						1.51E+12		
SPO21						7.09E+11		
YPQ1						1.66E+12		
HMI1						1.12E+12		
WRS1						1.73E+12		
YOL097W-A						8868591372		
SDD3								
YOL099C								
PKH2						7.28E+11		
TPT1						4.22E+11		
ITR2						1.76E+12		
YOL103W-A								
YOL103W-B								
NDJ1						6.07E+11		
YOL106W								
YOL107W						1.27E+12		
ZEO1						1.77E+12		
SHR5						2.35E+11		
MDY2						1.29E+12		
PTH4								
PAP2						1.75E+12		
MSN1						1.71E+12		
RRI2						1.63E+12		
YOL118C								
MCH4						269701673.8		
RPL18A								
RPS19A						1.78E+12		
SMF1						1.46E+12		
TRM11						3.33E+11		
TRM13						4.85E+11		
MDH2						54176437.02		
RPL25						1.78E+12		
YGK3						2.08E+11		
VPS68						1.15E+11		
ALR1						1.49E+12		
YOL131W						1.46E+11		
GAS4						3829375837		
YOL134C								
MED7						1.78E+12		
BSC6						1.88E+11		
RTC1						1.56E+12		
CDC33						1.69E+12		
ARG8						34797887635		
PPM2						7.57E+11		
RRP40						1.24E+12		
RIB4						5.16E+11		
NOP8						1.40E+12		
SPT20						1.77E+12		
DCP1						12049206368		
YOL150C								
ZPS1						5.96E+11		
HPF1						7062.627282		
YOL155W-A						1.18E+12		
IMA2								
CSS3								
YOL160W								
PAU20								
YOL162W						1.78E+12		
YOL163W						1.78E+12		
BDS1						1.72E+12		
YOL164W-A						8.03E+11		
AAD15								
YOL166C								
YOL166W-A								
RRP6						9.50E+11		
ALG6						1.59E+12		
YSP3						4.32E+11		
UTP23						1.28E+11		
DNL4						20661094384		
TSR3						1.65E+12		
SGT2						2.75E+11		
YOR008C-A						7.69E+11		
YOR008W-B								
TIR2						1.75E+12		
YOR011W-A						1.02E+12		
YOR012W						1.78E+12		
IRC11								
YOR015W								
PET127						1.94E+11		
YOR019W						2.05E+11		
HSP10						1.52E+12		
MCO10								
SFM1						1.46E+12		
DDL1								
YOR024W								
STI1						47064058533		
YOR029W								
DFG16						4.32E+11		
HMS1						1.77E+12		
YOR032W-A						1.10E+12		
YOR034C-A						1.71E+12		
SHE4						1.76E+12		
CYC2						1.67E+12		
CKB2						1.77E+12		
GLO4						12326897817		
YOR041C								
WHI2						1.78E+12		
IRC23						9.37E+11		
TOM6						9.72E+11		
STD1						1.47E+12		
RAT1						1.78E+12		
YOR050C								
ETT1						1.59E+12		
TMC1								
YOR053W								
VHS3						3.33E+11		
YOR055W								
NOB1						1.64E+11		
SGT1						3.31E+11		
LPL1								
CKA2						1.19E+12		
YOR062C						36518024753		
RPL3						1.78E+12		
YNG1						56403865019		
CYT1						5.00E+11		
ALG8						1.78E+12		
VAM10						1.74E+12		
VPS5						1.10E+12		
NRT1						1.20E+11		
YOR072W								
YOR072W-A								
YOR073W-A								
SKI7						9.36E+11		
RTS2						40248607365		
BUD21						1.19E+11		
ATX2						1.59E+12		
DIA2						4.73E+11		
YOR082C								
TCB1						23289187255		
YVC1						1.40E+12		
VPS21						1.68E+12		
PTC5						2.37E+11		
TMA46						1.65E+12		
ECM3						7.56E+11		
CMR2								
RKI1						1.69E+12		
RPS7A						1.78E+12		
KTR1						9.14E+11		
CRC1						1.57E+11		
RAS1						7.64E+11		
YOR102W								
OST2						1.11E+12		
PIN2						4.47E+11		
YOR105W								
VAM3						7.92E+11		
RGS2						2.72E+11		
YOR108C-A								
LEU9						4.92E+11		
INP53						1.77E+12		
TFC7						5.41E+11		
CEX1						1.31E+12		
AZF1						4.41E+11		
DPI34								
RPO31						6.29E+11		
RPT5						20143810250		
RTC5						1.78E+12		
RIO1						54116075657		
GCY1						631422.1855		
YOR121C								
LEO1						1.70E+12		
CAT5						4.31E+11		
ADE2						56695500029		
ORT1						1.34E+12		
EFT1								
IRC14								
IDH2						45196275258		
SIA1						2.10E+11		
RUP1						1.69E+12		
YOR139C								
SFL1						1.37E+12		
ARP8						1.59E+12		
LSC1						8.05E+11		
YOR142W-A								
YOR142W-B								
THI80						1.17E+12		
PNO1						8.82E+11		
YOR146W								
MDM32						8.04E+11		
SPP2						7.40E+11		
MRPL23						1.77E+12		
RPB2						1.75E+12		
ATG40								
SLP1						3.76E+11		
ISN1						71319183872		
NFI1						1.75E+12		
PUP1						13598146069		
SME1						1.52E+12		
MTR10						1.78E+12		
YOR161C-C						1.69E+12		
YOR161W-A								
YOR161W-B								
YRR1						5.97E+11		
DDP1						1.10E+11		
GET4						1.18E+12		
SEY1						1.21E+12		
SWT1						3.12E+11		
RPS28A						1.78E+12		
GLN4						1.78E+12		
YOR169C								
YOR170W								
